INSTNM,CITY,STATE,LAT,LON,X,Y
Conservatory of Recording Arts and Sciences,Tempe,AZ,33.407853,-111.889544,-111.889555,33.40785812
California Career School,Anaheim,CA,33.819073,-117.906418,-117.9064301,33.81907785
Rolf Institute of Structural Integration,Boulder,CO,40.066263,-105.203076,-105.2030862,40.06626945
Heritage College-Denver,Denver,CO,39.78211,-105.061241,-105.0612511,39.78211642
Sunstate Academy,Fort Myers,FL,26.596006,-81.870312,-81.87031519,26.59601086
Ross Medical Education Center-Port Huron,Port Huron,MI,43.024632,-82.452984,-82.45298829,43.02464033
Metro Technology Centers,Oklahoma City,OK,35.512549,-97.478182,-97.47818988,35.5125552
Daymar College-Bowling Green,Bowling Green,KY,36.964788,-86.475007,-86.475012,36.96479501
Everest College-Everett,Everett,WA,47.909321,-122.220176,-122.2201909,47.90932664
Yeshivah Gedolah Rabbinical College,Miami Beach,FL,25.782409,-80.141029,-80.14103167,25.78241369
University of the District of Columbia-David A Clarke School of Law,Washington,DC,38.94621,-77.065221,-77.06522331,38.94621779
Caribbean University-Ponce,Ponce,PR,18.006633,-66.59425,-66.59424842,18.00663577
Caribbean University-Vega Baja,Vega Baja,PR,18.444882,-66.40315,-66.40314837,18.4448849
University of Advancing Technology,Tempe,AZ,33.377712,-111.976087,-111.976098,33.37771711
HSHS St. John's Hospital School of Clinical Laboratory Science,Springfield,IL,39.804756,-89.644576,-89.64458214,39.80476338
Madison Media Institute,Madison,WI,43.059295,-89.293742,-89.29374836,43.05930295
Sanford-Brown Institute-Garden City,Garden City,NY,40.733453,-73.608238,-73.60823932,40.73346127
Great Plains Technology Center,Lawton,OK,34.593953,-98.447017,-98.44702506,34.59395899
Roane-Jackson Technical Center,Leroy,WV,38.82209,-81.5611,-81.56110368,38.82209759
Pioneer Technology Center,Ponca City,OK,36.72772,-97.093516,-97.09352388,36.72772644
Portage Lakes Career Center,Uniontown,OH,40.943122,-81.472008,-81.47201181,40.94313
Eastern College of Health Vocations-New Orleans,New Orleans,LA,29.943613,-90.181626,-90.18163164,29.94361841
Caddo Kiowa Technology Center,Fort Cobb,OK,35.108561,-98.443443,-98.4434511,35.10856708
Brightwood College-San Antonio-San Pedro,San Antonio,TX,29.512822,-98.497103,-98.49711078,29.51282704
Center for Instruction Technology & Innovation (CiTi),Mexico,NY,43.457841,-76.259308,-76.25931036,43.45784969
The Art Institute of New York City,New York,NY,40.755042,-73.989177,-73.98917845,40.75505027
Paris II Educational Center,Gladstone,MO,39.218433,-94.576139,-94.57614645,39.21844
Southern Oklahoma Technology Center,Ardmore,OK,34.185397,-97.083164,-97.08317169,34.18540299
Vista College,El Paso,TX,31.786918,-106.411961,-106.4119707,31.78692314
Autry Technology Center,Enid,OK,36.419122,-97.89719,-97.89719806,36.41912834
Greene County Vocational School District,Xenia,OH,39.769591,-83.946096,-83.94610047,39.76959866
Canadian Valley Technology Center,El Reno,OK,35.509208,-97.881967,-97.88197498,35.50921418
Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes Barre,PA,41.262154,-75.810121,-75.81012306,41.2621623
Mayo Clinic Graduate School of Biomedical Sciences,Rochester,MN,44.020617,-92.466919,-92.4669264,44.0206249
Meridian Technology Center,Stillwater,OK,36.106981,-97.108414,-97.10842183,36.10698733
Waynesville Career Center,Waynesville,MO,37.811315,-92.21393,-92.21393668,37.81132189
Morris County Vocational School District,Denville,NJ,40.877531,-74.479263,-74.47926461,40.87753927
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,MI,43.19252,-86.266824,-86.26682948,43.19252815
Ross Medical Education Center-Kentwood,Kentwood,MI,42.880955,-85.605379,-85.60538425,42.88096314
South Florida Bible College and Theological Seminary,Deerfield Beach,FL,26.30377,-80.092541,-80.09254367,26.30377482
Universal Technical Institute of Illinois Inc,Lisle,IL,41.80733,-88.104191,-88.10419688,41.80733782
Pennsylvania College of Technology,Williamsport,PA,41.234145,-77.023665,-77.02366744,41.23415324
Commonwealth Institute of Funeral Service,Houston,TX,29.98955,-95.43016,-95.43016703,29.98955524
Delta College of Arts & Technology,Baton Rouge,LA,30.463619,-91.113841,-91.11384692,30.46362449
InterCoast Colleges-Anaheim,Anaheim,CA,33.809968,-117.908554,-117.9085661,33.80997285
Stone Child College,Box Elder,MT,48.289808,-109.870182,-109.8701946,48.28981498
New York Academy of Art,New York,NY,40.718388,-74.006019,-74.00602045,40.71839626
Las Positas College,Livermore,CA,37.710873,-121.80058,-121.8005931,37.71087798
Ogeechee Technical College,Statesboro,GA,32.395767,-81.818517,-81.81852039,32.39577323
Remington College-Mobile Campus,Mobile,AL,30.671139,-88.145035,-88.14504012,30.67114463
Everest College-Aurora,Aurora,CO,39.681237,-104.822034,-104.8220441,39.68124342
Southern Technical College,Fort Myers,FL,26.595795,-81.877223,-81.87722619,26.59579986
Mercy-St Luke's School of Radiologic Technology,Cedar Rapids,IA,41.985552,-91.660609,-91.66061593,41.98555964
ITT Technical Institute-Norwood,Norwood,MA,42.200054,-71.188334,-71.18833462,42.20006264
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,35.661847,-105.949973,-105.9499829,35.66185277
Northwest Technology Center-Alva,Alva,OK,36.786733,-98.675711,-98.67571929,36.78673936
Mercer County Career Center,Mercer,PA,41.250851,-80.248614,-80.24861746,41.25085911
ITT Technical Institute-Knoxville,Knoxville,TN,35.92112,-84.088641,-84.08864524,35.9211269
ITT Technical Institute-Austin,Austin,TX,30.322895,-97.698972,-97.69897962,30.32290023
ITT Technical Institute-Houston North,Houston,TX,29.994458,-95.426431,-95.42643803,29.99446324
California State University-San Marcos,San Marcos,CA,33.130569,-117.159013,-117.1590249,33.13057381
Argosy University-Hawaii,Honolulu,HI,21.308026,-157.860916,-157.8609304,21.30802942
Baptist Theological Seminary at Richmond,Henrico,VA,37.632354,-77.468483,-77.46848535,37.63236151
Brightwood College-Modesto,Salida,CA,37.713665,-121.087326,-121.087339,37.71367004
Kaplan University-Des Moines Campus,Urbandale,IA,41.645171,-93.778426,-93.77843348,41.64517845
Interactive College of Technology-Newport,Newport,KY,39.084818,-84.479078,-84.47908257,39.08482551
McCann School of Business & Technology,Monroe,LA,32.524328,-92.10098,-92.10098629,32.52433388
Ross Medical Education Center-Taylor,Taylor,MI,42.194933,-83.250307,-83.25031146,42.19494114
McNally Smith College of Music,Saint Paul,MN,44.949678,-93.097556,-93.0975637,44.949686
National Tractor Trailer School Inc-Liverpool,Liverpool,NY,43.14248,-76.195097,-76.19509932,43.14248863
Interactive College of Technology,Houston,TX,29.713664,-95.496392,-95.49639903,29.71366918
Star Career AcademydBrick,Brick,NJ,40.030965,-74.14461,-74.14461145,40.03097312
Colorado Heights University,Denver,CO,39.661853,-105.028197,-105.0282071,39.66185941
Brewster Technical College,Tampa,FL,27.96373,-82.461722,-82.4617254,27.96373518
Hodges University,Naples,FL,26.277222,-81.741241,-81.74124414,26.27722678
Everest University-Lakeland,Lakeland,FL,28.052908,-81.945888,-81.94589126,28.05291321
Argosy University-Atlanta,Atlanta,GA,33.92006,-84.356001,-84.3560052,33.92006647
University of St Augustine for Health Sciences,San Marcos,CA,33.151849,-117.165964,-117.1659759,33.15185381
Capital Area School of Practical Nursing,Springfield,IL,39.718311,-89.626262,-89.62626812,39.71831837
Alexandria School of Scientific Therapeutics,Alexandria,IN,40.255464,-85.674191,-85.67419602,40.25547167
Southwest Technology Center,Altus,OK,34.668194,-99.341161,-99.34116929,34.66819996
Western Area Career & Technology Center,Canonsburg,PA,40.254722,-80.246117,-80.24612038,40.25472992
Daymar College-Clarksville,Clarksville,TN,36.582865,-87.312856,-87.31286122,36.5828719
Nossi College of Art,Madison,TN,36.24334,-86.738521,-86.73852603,36.24334685
ITT Technical Institute-Norfolk,Norfolk,VA,36.880063,-76.218508,-76.21850993,36.8800704
Pima Medical Institute-Seattle,Seattle,WA,47.699363,-122.325788,-122.3258029,47.69936862
Mineral County Vocational Technical Center,Keyser,WV,39.427976,-78.987462,-78.98746493,39.42798382
Hypnosis Motivation Institute,Tarzana,CA,34.170344,-118.538932,-118.5389442,34.17034885
Los Angeles ORT College-Los Angeles Campus,Los Angeles,CA,34.063876,-118.369383,-118.3693952,34.06388085
Southeastern Technical College,Vidalia,GA,32.20393,-82.365827,-82.36583054,32.20393617
Massachusetts School of Law,Andover,MA,42.688042,-71.20203,-71.20203066,42.68805073
ITT Technical Institute-Albuquerque,Albuquerque,NM,35.164904,-106.59258,-106.59259,35.16490966
Community Services Division-Alliance City,Alliance,OH,40.911271,-81.111225,-81.1112287,40.91127901
Erwin Technical College,Tampa,FL,27.997242,-82.435933,-82.4359364,27.99724718
Worsham College of Mortuary Science,Wheeling,IL,42.147754,-87.927644,-87.92764986,42.14776188
Bryan University,Springfield,MO,37.135397,-93.248107,-93.2481139,37.13540371
Oregon College of Oriental Medicine,Portland,OR,45.524121,-122.671099,-122.6711135,45.52412647
Central Pennsylvania Institute of Science and Technology,Pleasant Gap,PA,40.882223,-77.740423,-77.74042565,40.88223115
Northwest Educational Center,Houston,TX,29.814255,-95.473166,-95.47317303,29.8142602
Sebring Career Schools-Houston,Houston,TX,29.706713,-95.644945,-95.64495207,29.70671818
PCI Health Training Center,Dallas,TX,32.820076,-96.876324,-96.87633155,32.82008174
Windham Memorial Hospital-Radiologic Technology Program,Willimantic,CT,41.71754,-72.225996,-72.22599693,41.71754851
Miami-Jacobs Career College-Columbus,Columbus,OH,39.964155,-82.996903,-82.9969072,39.96416274
Bryant & Stratton College-Eastlake,Eastlake,OH,41.639256,-81.43532,-81.43532386,41.63926413
Hamrick School,Medina,OH,41.135812,-81.728742,-81.72874591,41.13582002
Fortis College,Mobile,AL,30.68413,-88.205581,-88.20558613,30.68413564
Downey Adult School,Downey,CA,33.91965,-118.115727,-118.1157392,33.91965485
Modern Technology School,Fountain Valley,CA,33.723142,-117.918837,-117.9188491,33.72314684
National Career Education,Citrus Heights,CA,38.68058,-121.270571,-121.2705841,38.68058511
North-West College-Glendale,Glendale,CA,34.148913,-118.255409,-118.2554212,34.14891787
Fremont College,Cerritos,CA,33.867773,-118.098316,-118.0983281,33.86777784
Pomona Unified School District Adult and Career Education,Pomona,CA,34.053616,-117.776388,-117.7764001,34.05362088
IBMC College,Fort Collins,CO,40.534067,-105.078989,-105.0789992,40.53407352
Xenon International Academy-Denver,Aurora,CO,39.676308,-104.848602,-104.8486121,39.67631442
ITT Technical Institute-Lake Mary,Lake Mary,FL,28.750041,-81.366513,-81.36651611,28.75004639
Sunstate Academy,Clearwater,FL,27.967041,-82.732693,-82.73269648,27.96704617
Heritage Institute-Jacksonville,Jacksonville,FL,30.254003,-81.596021,-81.59602423,30.25400874
Fortis College-Smyrna,Smyrna,GA,33.901335,-84.488628,-84.48863224,33.90134146
Remington College-Honolulu Campus,Honolulu,HI,21.309273,-157.860023,-157.8600374,21.30927642
Vatterott College-Des Moines,Des Moines,IA,41.519855,-93.646017,-93.64602443,41.51986244
Brown Mackie College-Quad Cities,Bettendorf,IA,41.543198,-90.519772,-90.51977855,41.54320563
Pivot Point Academy-Bloomingdale,Bloomingdale,IL,41.955935,-88.076665,-88.07667089,41.95594284
Diesel Driving Academy-Baton Rouge,Baton Rouge,LA,30.464937,-91.103813,-91.10381891,30.46494249
Rob Roy Academy-Worcester,Worcester,MA,42.263846,-71.807605,-71.80760583,42.26385463
Upper Cape Cod Regional Technical School,Bourne,MA,41.745328,-70.578837,-70.5788374,41.74533657
All-State Career-Baltimore,Baltimore,MD,39.264664,-76.544942,-76.54494416,39.26467188
Adler Graduate School,Richfield,MN,44.862865,-93.252532,-93.25253973,44.86287298
Lincoln Technical Institute-Moorestown,Moorestown,NJ,39.94847,-74.955631,-74.9556327,39.94847807
Monmouth County Vocational School District,Freehold,NJ,40.26109,-74.249148,-74.2491495,40.26109816
Brightwood College-Las Vegas,Las Vegas,NV,36.143306,-115.188587,-115.1885988,36.14331128
Bryant & Stratton College-Southtowns,Orchard Park,NY,42.790182,-78.770366,-78.77036912,42.79019046
National Tractor Trailer School Inc-Buffalo,Buffalo,NY,42.865334,-78.857766,-78.85776915,42.86534247
Yeshiva Gedolah Imrei Yosef D'spinka,Brooklyn,NY,40.628855,-73.992774,-73.99277544,40.62886324
Cleveland Institute of Dental-Medical Assistants-Mentor,Mentor,OH,41.714918,-81.341918,-81.34192183,41.71492615
Cleveland Institute of Dental-Medical Assistants-Lyndhurst,Lyndhurst,OH,41.519637,-81.478573,-81.47857686,41.5196451
Knox County Career Center,Mount Vernon,OH,40.375889,-82.475117,-82.47512107,40.37589685
Madison Adult Career Center,Mansfield,OH,40.774328,-82.460912,-82.4609161,40.77433592
Remington College-Cleveland Campus,Cleveland,OH,41.422951,-81.579347,-81.57935088,41.42295908
Brown Mackie College-Findlay,Findlay,OH,41.058515,-83.619502,-83.61950648,41.05852292
U S Grant Joint Vocational School,Bethel,OH,38.969393,-84.094071,-84.09407545,38.96940051
Chisholm Trail Technology Center,Omega,OK,35.84221,-98.20184,-98.20184809,35.84221623
Gordon Cooper Technology Center,Shawnee,OK,35.380321,-96.908013,-96.90802073,35.38032721
Kiamichi Technology Center-Atoka,Atoka,OK,34.395445,-96.153197,-96.15320446,34.39545107
Kiamichi Technology Center-Durant,Durant,OK,33.945957,-96.406143,-96.4061505,33.94596297
Kiamichi Technology Center-Hugo,Hugo,OK,34.00832,-95.494474,-95.49448127,34.00832603
Kiamichi Technology Center-McAlester,McAlester,OK,34.924173,-95.745999,-95.7460064,34.92417918
Kiamichi Technology Center-Idabel,Idabel,OK,33.92186,-94.774993,-94.77500008,33.92186604
Kiamichi Technology Center-Poteau,Poteau,OK,35.0382,-94.633992,-94.63399911,35.03820626
Kiamichi Technology Center-Spiro,Spiro,OK,35.240444,-94.628773,-94.62878013,35.2404503
Kiamichi Technology Centers-Talihina Campus,Talihina,OK,34.757798,-95.084414,-95.08442121,34.75780419
YTI Career Institute-Altoona,Altoona,PA,40.482439,-78.396073,-78.39607582,40.48244704
Eastern Center for Arts and Technology,Willow Grove,PA,40.158544,-75.109688,-75.10968977,40.15855211
Centro de Estudios Multidisciplinarios-Humacao,Humacao,PR,18.148771,-65.821107,-65.82110518,18.14877382
Colegio Mayor de Tecnologia Inc,Arroyo,PR,17.963341,-66.063039,-66.06303726,17.96334377
Institucion Chaviano de Mayaguez,Mayaguez,PR,18.200763,-67.137002,-67.13700059,18.20076582
EDIC College,Caguas,PR,18.242588,-66.025311,-66.02530925,18.24259085
Liceo de Arte-Dise-O y Comercio,Caguas,PR,18.233122,-66.034057,-66.03405525,18.23312485
Universal Technology College of Puerto Rico,Aguadilla,PR,18.42812,-67.155628,-67.1556266,18.42812289
Queen City College,Clarksville,TN,36.573521,-87.408706,-87.40871124,36.57352789
College of the Marshall Islands,Majuro,MH,7.102688,171.378129,171.3781174,7.102694952
ITT Technical Institute-San Antonio,San Antonio,TX,29.553413,-98.593432,-98.5934398,29.55341805
Remington College-Fort Worth Campus,Fort Worth,TX,32.775981,-97.213562,-97.21356963,32.77598672
School of Automotive Machinists & Technology,Houston,TX,29.804446,-95.475875,-95.47588203,29.8044512
SW School of Business and Technical Careers,Eagle Pass,TX,28.707864,-100.506009,-100.5060172,28.70786882
Vista College-Online,Richardson,TX,32.95517,-96.768511,-96.76851853,32.95517577
Centura College-Newport News,Newport News,VA,37.140484,-76.517328,-76.51733003,37.14049144
Centura College-Norfolk,Norfolk,VA,36.908448,-76.232565,-76.23256693,36.9084554
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,36.740902,-76.07369,-76.07369187,36.74090937
Northwest College of Art & Design,Poulsbo,WA,47.710943,-122.604201,-122.604216,47.71094859
University of Washington-Bothell Campus,Bothell,WA,47.760718,-122.191454,-122.1914689,47.76072364
University of Washington-Tacoma Campus,Tacoma,WA,47.244594,-122.438541,-122.4385558,47.24459959
Valley College-Beckley,Beckley,WV,37.789287,-81.187539,-81.1875425,37.7892944
Valley College-Martinsburg,Martinsburg,WV,39.487498,-77.958315,-77.95831762,39.48750587
Valley College-Princeton,Princeton,WV,37.369582,-81.09157,-81.09157344,37.36958932
Bellus Academy-Poway,Poway,CA,32.956526,-117.042738,-117.0427499,32.9565308
Capstone College,Pasadena,CA,34.165741,-118.149478,-118.1494902,34.16574587
Central Coast College,Salinas,CA,36.669595,-121.655643,-121.655656,36.6695999
ITT Technical Institute-Torrance,Torrance,CA,33.85967,-118.323701,-118.3237132,33.85967483
Pacific College of Oriental Medicine-San Diego,San Diego,CA,32.778022,-117.161027,-117.1610389,32.77802677
National Aviation Academy of Tampa Bay,Clearwater,FL,27.893878,-82.721198,-82.72120148,27.89388315
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,43.212894,-75.461279,-75.46128109,43.21290268
Astrodome Career Centers,Houston,TX,29.679443,-95.420772,-95.42077901,29.67944818
Center for Advanced Legal Studies,Houston,TX,29.75302,-95.558831,-95.55883805,29.75302519
Houston Training School-Main Campus,Houston,TX,29.77291,-95.24417,-95.24417697,29.7729152
Remington College-Houston Campus,Houston,TX,29.729924,-95.57818,-95.57818705,29.72992918
Northwest Indian College,Bellingham,WA,48.794131,-122.614656,-122.6146712,48.79413664
