INSTNM,X,Y,CITY,STATE,INSTNM-2,Degree,Rank,LON,LAT
Daymar College-Louisville,-85.51600682,38.29133331,Louisville,KY,NULL,NULL,NULL,-85.51600682,38.29133331
Daymar College-Louisville,-85.68434886,38.15624628,Louisville,KY,NULL,NULL,NULL,-85.68434886,38.15624628
South Texas College,-98.2536416,26.21759538,McAllen,TX,NULL,NULL,NULL,-98.2536416,26.21759538
SUNY at Fredonia,-79.33611227,42.45096937,Fredonia,NY,NULL,NULL,NULL,-79.33611227,42.45096937
National Paralegal College,-112.064152,33.53065513,Phoenix,AZ,NULL,NULL,NULL,-112.064152,33.53065513
Missouri College,-90.33695523,38.62653413,Brentwood,MO,NULL,NULL,NULL,-90.33695523,38.62653413
MedTech College-Ft Wayne Campus,-85.23715796,41.04495383,Ft. Wayne,IN,NULL,NULL,NULL,-85.23715796,41.04495383
Centura College-Chesapeake,-76.22771392,36.76596137,Chesapeake,VA,NULL,NULL,NULL,-76.22771392,36.76596137
Northeastern Illinois University,-87.72013579,41.98057487,Chicago,IL,NULL,NULL,NULL,-87.72013579,41.98057487
Everest Institute-Marietta,-84.48176924,33.91316447,Marietta,GA,NULL,NULL,NULL,-84.48176924,33.91316447
University of Phoenix-Wisconsin,-88.04931401,43.15074104,Milwaukee,WI,NULL,NULL,NULL,-88.04931401,43.15074104
Texas Southern University,-95.361968,29.72247319,Houston,TX,NULL,NULL,NULL,-95.361968,29.72247319
Paul Mitchell the School-Murfreesboro,-86.41683591,35.84702679,Murfreesboro,TN,NULL,NULL,NULL,-86.41683591,35.84702679
Maryland University of Integrative Health,-76.88802726,39.16587984,Laurel,MD,NULL,NULL,NULL,-76.88802726,39.16587984
Paul Mitchell the School-Murfreesboro,-86.41683591,35.84702679,Murfreesboro,TN,NULL,NULL,NULL,-86.41683591,35.84702679
Rasmussen College-Wisconsin,-88.08078917,44.52625226,Green Bay,WI,NULL,NULL,NULL,-88.08078917,44.52625226
Paul Mitchell the School-Milwaukee,-88.25835706,43.04413801,Waukesha,WI,NULL,NULL,NULL,-88.25835706,43.04413801
Louisiana Tech University,-92.64996943,32.52830286,Ruston,LA,NULL,NULL,NULL,-92.64996943,32.52830286
Harvey Mudd College,-117.7106061,34.10614189,Claremont,CA,NULL,NULL,NULL,-117.7106061,34.10614189
University of Wisconsin-System Administration,-89.4067154,43.07511095,Madison,WI,NULL,NULL,NULL,-89.4067154,43.07511095
School of Visual Arts,-73.98224144,40.73875026,New York,NY,NULL,NULL,NULL,-73.98224144,40.73875026
Sofia University,-122.1086731,37.43032994,Palo Alto,CA,NULL,NULL,NULL,-122.1086731,37.43032994
South University-Austin,-97.68997962,30.47947926,Austin,TX,NULL,NULL,NULL,-97.68997962,30.47947926
Touro University Worldwide,-118.0577661,33.80868784,Los Alamitos,CA,NULL,NULL,NULL,-118.0577661,33.80868784
Western Technology Center,-99.1810063,35.35284809,Burns Flat,OK,NULL,NULL,NULL,-99.1810063,35.35284809
Arnot Ogden Medical Center,-76.82835544,42.10099842,Elmira,NY,NULL,NULL,NULL,-76.82835544,42.10099842
Augusta Technical College,-82.0484425,33.41899845,Augusta,GA,NULL,NULL,NULL,-82.0484425,33.41899845
Elizabethtown College School of Continuing and Professional Studies,-76.59322623,40.14924405,Elizabethtown,PA,NULL,NULL,NULL,-76.59322623,40.14924405
Southeastern University,-81.91900025,28.03186921,Lakeland,FL,NULL,NULL,NULL,-81.91900025,28.03186921
College of Business and Technology-Flagler,-80.32916372,25.76905668,Miami,FL,NULL,NULL,NULL,-80.32916372,25.76905668
Argosy University-Dallas,-96.82305354,32.92674776,Farmers Branch,TX,NULL,NULL,NULL,-96.82305354,32.92674776
University of Minnesota-Crookston,-96.60987214,47.80202912,Crookston,MN,NULL,NULL,NULL,-96.60987214,47.80202912
Wayland Baptist University,-101.7295728,34.18667876,Plainview,TX,NULL,NULL,NULL,-101.7295728,34.18667876
CET-Alexandria,-77.14264232,38.80271776,Alexandria,VA,NULL,NULL,NULL,-77.14264232,38.80271776
Milwaukee Career College,-88.04872,43.07420003,Milwaukee,WI,NULL,NULL,NULL,-88.04872,43.07420003
Ross Medical Education Center-Roosevelt Park,-86.26682948,43.19252815,Roosevelt Park,MI,NULL,NULL,NULL,-86.26682948,43.19252815
Berks Career & Technology Center,-76.00081006,40.38834912,Leesport,PA,NULL,NULL,NULL,-76.00081006,40.38834912
Aviation Institute of Maintenance-Indianapolis,-86.28827816,39.75306955,Indianapolis,IN,NULL,NULL,NULL,-86.28827816,39.75306955
University of Phoenix-Colorado,-104.8731811,39.5515564,Lone Tree,CO,NULL,NULL,NULL,-104.8731811,39.5515564
Marshall University,-82.42896791,38.42248947,Huntington,WV,NULL,NULL,NULL,-82.42896791,38.42248947
University of Maryland Eastern Shore,-75.68685383,38.20739369,Princess Anne,MD,NULL,NULL,NULL,-75.68685383,38.20739369
Everest College-Fort Worth South,-97.32209865,32.6849957,Ft Worth,TX,NULL,NULL,NULL,-97.32209865,32.6849957
Los Angeles College of Music,-118.1501252,34.13929787,Pasadena,CA,NULL,NULL,NULL,-118.1501252,34.13929787
North Greenville University,-82.37026369,35.06976479,Tigerville,SC,NULL,NULL,NULL,-82.37026369,35.06976479
Cedarville University,-83.81210243,39.75034567,Cedarville,OH,NULL,NULL,NULL,-83.81210243,39.75034567
Maharishi University of Management,-91.96731291,41.01778846,Fairfield,IA,NULL,NULL,NULL,-91.96731291,41.01778846
Stratford University,-77.31097238,38.87480577,Fairfax,VA,NULL,NULL,NULL,-77.31097238,38.87480577
Eagle Gate College-Murray,-111.9036207,40.64999002,Murray,UT,NULL,NULL,NULL,-111.9036207,40.64999002
Florida Vocational Institute,-80.32179172,25.77354668,Miami,FL,NULL,NULL,NULL,-80.32179172,25.77354668
Healing Arts Center,-90.38772424,38.60324613,St. Louis,MO,NULL,NULL,NULL,-90.38772424,38.60324613
Brookline College-Tucson,-110.8763857,32.207937,Tucson,AZ,NULL,NULL,NULL,-110.8763857,32.207937
IBMC College,-105.0789992,40.53407352,Fort Collins,CO,NULL,NULL,NULL,-105.0789992,40.53407352
Moraine Park Technical College,-88.41766219,43.78523213,Fond du Lac,WI,NULL,NULL,NULL,-88.41766219,43.78523213
IBMC College,-104.814261,38.93098632,Colorado Springs,CO,NULL,NULL,NULL,-104.814261,38.93098632
Texas Christian University,-97.36154466,32.7095737,Fort Worth,TX,NULL,NULL,NULL,-97.36154466,32.7095737
Saint Leo University,-82.25780436,28.33678127,Saint Leo,FL,NULL,NULL,NULL,-82.25780436,28.33678127
Belanger School of Nursing,-73.91588555,42.80298766,Schenectady,NY,NULL,NULL,NULL,-73.91588555,42.80298766
Dongguk University-Los Angeles,-118.2899392,34.06623086,Los Angeles,CA,NULL,NULL,NULL,-118.2899392,34.06623086
Pacific Union College,-122.4403213,38.57059001,Angwin,CA,NULL,NULL,NULL,-122.4403213,38.57059001
The Art Institute of Ohio-Cincinnati,-84.31788654,39.28880956,Cincinnati,OH,NULL,NULL,NULL,-84.31788654,39.28880956
Argosy University-Inland Empire,-117.5780311,34.0665759,Ontario,CA,NULL,NULL,NULL,-117.5780311,34.0665759
Pacific Rim Christian University,-157.8883934,21.32820142,Honolulu,HI,NULL,NULL,NULL,-157.8883934,21.32820142
Southwest Applied Technology College,-113.0699276,37.66415259,Cedar City,UT,NULL,NULL,NULL,-113.0699276,37.66415259
Montclair State University,-74.19945652,40.85924128,Montclair,NJ,NULL,NULL,NULL,-74.19945652,40.85924128
Dewey University-Hato Rey,-66.04303126,18.4176169,Hato Rey,PR,NULL,NULL,NULL,-66.04303126,18.4176169
Dewey University-Hato Rey,-66.04282826,18.4177169,Hato Rey,PR,NULL,NULL,NULL,-66.04282826,18.4177169
Pima Medical Institute-Albuquerque,-106.594471,35.10485565,Albuquerque,NM,NULL,NULL,NULL,-106.594471,35.10485565
Unitek College,-122.1160722,37.66104396,Hayward,CA,NULL,NULL,NULL,-122.1160722,37.66104396
Unitek College,-122.4556162,37.65642493,South San Francisco,CA,NULL,NULL,NULL,-122.4556162,37.65642493
Unitek College,-121.9617741,37.50904496,Fremont,CA,NULL,NULL,NULL,-121.9617741,37.50904496
Fontbonne University,-90.31571822,38.64270414,Saint Louis,MO,NULL,NULL,NULL,-90.31571822,38.64270414
Stephen F Austin State University,-94.64908691,31.6210616,Nacogdoches,TX,NULL,NULL,NULL,-94.64908691,31.6210616
ITT Technical Institute-Torrance,-118.3237132,33.85967483,Torrance,CA,NULL,NULL,NULL,-118.3237132,33.85967483
Saint Joseph Seminary College,-90.11362665,30.52678354,St. Benedict,LA,NULL,NULL,NULL,-90.11362665,30.52678354
PPG Technical College,-66.03844925,18.24716485,Caguas,PR,NULL,NULL,NULL,-66.03844925,18.24716485
Pennsylvania State University-Main Campus,-77.86164668,40.80074013,University Park,PA,NULL,NULL,NULL,-77.86164668,40.80074013
United Education Institute-Huntington Park Campus,-118.2262182,33.98606185,Huntington Park,CA,NULL,NULL,NULL,-118.2262182,33.98606185
Wisconsin Academy,-87.72779113,45.05409937,Peshtigo,WI,NULL,NULL,NULL,-87.72779113,45.05409937
San Diego Miramar College,-117.1208999,32.90955079,San Diego,CA,NULL,NULL,NULL,-117.1208999,32.90955079
Capital Area School of Practical Nursing,-89.62626812,39.71831837,Springfield,IL,NULL,NULL,NULL,-89.62626812,39.71831837
American Institute-West Hartford,-72.7257631,41.7270245,West Hartford,CT,NULL,NULL,NULL,-72.7257631,41.7270245
Unitech Training Academy-Alexandria,-92.53467334,31.32252762,Alexandria,LA,NULL,NULL,NULL,-92.53467334,31.32252762
Remington College-North Houston Campus,-95.42492403,29.94667423,Houston,TX,NULL,NULL,NULL,-95.42492403,29.94667423
Brown Mackie College-Hopkinsville,-87.47477928,36.83403194,Hopkinsville,KY,NULL,NULL,NULL,-87.47477928,36.83403194
South Georgia Technical College,-84.18832506,32.11666909,Americus,GA,NULL,NULL,NULL,-84.18832506,32.11666909
Sisseton Wahpeton College,-97.0608439,45.5627388,Sisseton,SD,NULL,NULL,NULL,-97.0608439,45.5627388
College of Saint Benedict,-94.31989613,45.5618,Saint Joseph,MN,NULL,NULL,NULL,-94.31989613,45.5618
Lutheran Theological Seminary at Philadelphia,-75.19149779,40.06164409,Philadelphia,PA,NULL,NULL,NULL,-75.19149779,40.06164409
AVTEC-Alaska's Institute of Technology,-149.4445953,60.11072878,Seward,AK,NULL,NULL,NULL,-149.4445953,60.11072878
ITT Technical Institute-Springfield,-89.70362715,39.76727737,Springfield,IL,NULL,NULL,NULL,-89.70362715,39.76727737
ITT Technical Institute-Springfield,-93.27596391,37.15488871,Springfield,MO,NULL,NULL,NULL,-93.27596391,37.15488871
ITT Technical Institute-Springfield,-77.19930634,38.74057775,Springfield,VA,NULL,NULL,NULL,-77.19930634,38.74057775
Ross Medical Education Center-Johnson City,-82.38317476,36.35971706,Johnson City,TN,NULL,NULL,NULL,-82.38317476,36.35971706
Tulsa Technology Center-Sand Springs Campus,-96.09560858,36.13760639,Sand Springs,OK,NULL,NULL,NULL,-96.09560858,36.13760639
Westminster Theological Seminary in California,-117.0463829,33.12145182,Escondido,CA,NULL,NULL,NULL,-117.0463829,33.12145182
Studio Incamminati,-75.15846477,39.95898907,Philadelphia,PA,NULL,NULL,NULL,-75.15846477,39.95898907
Hannibal-LaGrange University,-91.39142962,39.73079227,Hannibal,MO,NULL,NULL,NULL,-91.39142962,39.73079227
Texarkana College,-94.07882786,33.44192198,Texarkana,TX,NULL,NULL,NULL,-94.07882786,33.44192198
Universidad Central de Bayamon,-66.1807713,18.39886689,Bayamdn,PR,NULL,NULL,NULL,-66.1807713,18.39886689
Northern Michigan University,-87.40386322,46.55804562,Marquette,MI,NULL,NULL,NULL,-87.40386322,46.55804562
Muskingum University,-81.73719582,39.99664281,New Concord,OH,NULL,NULL,NULL,-81.73719582,39.99664281
Brightwood College-Sacramento,-121.3804662,38.64446709,Sacramento,CA,NULL,NULL,NULL,-121.3804662,38.64446709
Medical Training College,-91.0694549,30.42731748,Baton Rouge,LA,NULL,NULL,NULL,-91.0694549,30.42731748
HackensackUMC Mountainside School of Nursing,-74.20369952,40.81187327,Montclair,NJ,NULL,NULL,NULL,-74.20369952,40.81187327
Ohlone College,-121.9146101,37.52796096,Fremont,CA,NULL,NULL,NULL,-121.9146101,37.52796096
Graduate School USA,-77.02038529,38.88619878,Washington,DC,NULL,NULL,NULL,-77.02038529,38.88619878
University of Puerto Rico-Aguadilla,-67.1379286,18.49865491,Ramey,PR,NULL,NULL,NULL,-67.1379286,18.49865491
Vantage College,-106.3028817,31.75202314,El Paso,TX,NULL,NULL,NULL,-106.3028817,31.75202314
American College of Financial Services,-75.32665683,40.01809207,Bryn Mawr,PA,NULL,NULL,NULL,-75.32665683,40.01809207
The Kingos College,-74.01234345,40.70668526,New York,NY,NULL,NULL,NULL,-74.01234345,40.70668526
International Business College-Fort Wayne,-85.25934497,41.03525383,Fort Wayne,IN,NULL,NULL,NULL,-85.25934497,41.03525383
Saint Joseph's School of Nursing,-118.1452592,34.69721493,Lancaster,CA,NULL,NULL,NULL,-118.1452592,34.69721493
The University of Texas Health Science Center at San Antonio,-98.5760678,29.50472104,San Antonio,TX,NULL,NULL,NULL,-98.5760678,29.50472104
Boise State University,-116.205802,43.60440895,Boise,ID,NULL,NULL,NULL,-116.205802,43.60440895
Laurus College,-120.6695317,35.26820484,San Luis Obispo,CA,NULL,NULL,NULL,-120.6695317,35.26820484
South Texas Vocational Technical Institute-Weslaco,-97.96523652,26.17155938,Weslaco,TX,NULL,NULL,NULL,-97.96523652,26.17155938
Remington College of Nursing Orlando,-81.35370911,28.7769614,Lake Mary,FL,NULL,NULL,NULL,-81.35370911,28.7769614
Academy for Nursing and Health Occupations,-80.12149969,26.70653492,West Palm Beach,FL,NULL,NULL,NULL,-80.12149969,26.70653492
Lincoln College of New England-Southington,-72.92021815,41.63235347,Southington,CT,NULL,NULL,NULL,-72.92021815,41.63235347
Dickinson College,-77.19785643,40.20280404,Carlisle,PA,NULL,NULL,NULL,-77.19785643,40.20280404
Florida Career College-West Palm Beach,-80.13675169,26.70522192,West Palm Beach,FL,NULL,NULL,NULL,-80.13675169,26.70522192
Ohio Technical College,-81.65737791,41.5188131,Cleveland,OH,NULL,NULL,NULL,-81.65737791,41.5188131
Triangle Tech Inc-Sunbury,-76.76548034,40.85528418,Sunbury,PA,NULL,NULL,NULL,-76.76548034,40.85528418
Minnesota School of Business-Lakeville,-93.28746872,44.69162795,Lakeville,MN,NULL,NULL,NULL,-93.28746872,44.69162795
Argosy University-The Art Institute of California-Silicon Valley,-121.9993931,37.37317494,Sunnyvale,CA,NULL,NULL,NULL,-121.9993931,37.37317494
Northern Baptist Theological Seminary,-87.99844585,41.84051983,Lombard,IL,NULL,NULL,NULL,-87.99844585,41.84051983
Cabarrus College of Health Sciences,-80.60119318,35.43814594,Concord,NC,NULL,NULL,NULL,-80.60119318,35.43814594
Thomas University,-83.96359094,30.8155818,Thomasville,GA,NULL,NULL,NULL,-83.96359094,30.8155818
DeVry University-Minnesota,-93.33076675,44.86280297,Edina,MN,NULL,NULL,NULL,-93.33076675,44.86280297
Eastern New Mexico University-Main Campus,-103.3481992,34.17559768,Portales,NM,NULL,NULL,NULL,-103.3481992,34.17559768
Colorado Mountain College,-107.3244516,39.54636623,Glenwood Springs,CO,NULL,NULL,NULL,-107.3244516,39.54636623
Globe University-Sioux Falls,-96.78660753,43.49893953,Sioux Falls,SD,NULL,NULL,NULL,-96.78660753,43.49893953
Bakke Graduate University,-96.75388852,32.89442576,Dallas,TX,NULL,NULL,NULL,-96.75388852,32.89442576
Mount Aloysius College,-78.60136089,40.45995603,Cresson,PA,NULL,NULL,NULL,-78.60136089,40.45995603
Center for Advanced Legal Studies,-95.55883805,29.75302519,Houston,TX,NULL,NULL,NULL,-95.55883805,29.75302519
Salisbury University,-75.60570682,38.34545472,Salisbury,MD,NULL,NULL,NULL,-75.60570682,38.34545472
Clarion University of Pennsylvania,-79.37750418,41.20781314,Clarion,PA,NULL,NULL,NULL,-79.37750418,41.20781314
Johnson & Wales University-North Miami,-80.16479967,25.89434172,North Miami,FL,NULL,NULL,NULL,-80.16479967,25.89434172
Wayne State College,-97.01513043,42.24156333,Wayne,NE,NULL,NULL,NULL,-97.01513043,42.24156333
CUNY Graduate School and University Center,-73.98357644,40.74851126,New York,NY,NULL,NULL,NULL,-73.98357644,40.74851126
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,-66.11872627,17.97789977,Guayama,PR,NULL,NULL,NULL,-66.11872627,17.97789977
Rabbinical College of Ohr Shimon Yisroel,-73.95653843,40.70421326,Brooklyn,NY,NULL,NULL,NULL,-73.95653843,40.70421326
Wisconsin Lutheran College,-88.02272399,43.03695103,Milwaukee,WI,NULL,NULL,NULL,-88.02272399,43.03695103
Blessing Hospital School of Medical Laboratory Technology,-91.39905164,39.93655631,Quincy,IL,NULL,NULL,NULL,-91.39905164,39.93655631
Paul Mitchell the School-Missouri Columbia,-92.31042381,38.96922909,Columbia,MO,NULL,NULL,NULL,-92.31042381,38.96922909
Ross Medical Education Center-Evansville,-87.49057437,37.97858116,Evansville,IN,NULL,NULL,NULL,-87.49057437,37.97858116
University of the Ozarks,-93.46793084,35.4777914,Clarksville,AR,NULL,NULL,NULL,-93.46793084,35.4777914
Columbia College-Joint Base Charleston-Weapons Station,-80.00061488,32.96993242,Goose Creek,SC,NULL,NULL,NULL,-80.00061488,32.96993242
Worcester Polytechnic Institute,-71.80879283,42.27507563,Worcester,MA,NULL,NULL,NULL,-71.80879283,42.27507563
Alaska Bible College,-149.1119953,61.59855474,Palmer,AK,NULL,NULL,NULL,-149.1119953,61.59855474
Long Island Business Institute,-73.8294584,40.76011727,Flushing,NY,NULL,NULL,NULL,-73.8294584,40.76011727
Illinois Wesleyan University,-88.99062801,40.49152954,Bloomington,IL,NULL,NULL,NULL,-88.99062801,40.49152954
University of Advancing Technology,-111.976098,33.37771711,Tempe,AZ,NULL,NULL,NULL,-111.976098,33.37771711
New Jersey Institute of Technology,-74.17711451,40.74200526,Newark,NJ,NULL,NULL,NULL,-74.17711451,40.74200526
Capri College-Dubuque,-90.6655717,42.49736478,Dubuque,IA,NULL,NULL,NULL,-90.6655717,42.49736478
Salem State University,-70.88932154,42.50288771,Salem,MA,NULL,NULL,NULL,-70.88932154,42.50288771
DeVry University-Ohio,-82.94051018,39.94059374,Columbus,OH,NULL,NULL,NULL,-82.94051018,39.94059374
Greater Lowell Technical School,-71.38618072,42.65392572,Tyngsboro,MA,NULL,NULL,NULL,-71.38618072,42.65392572
Midwestern University-Downers Grove,-88.00099485,41.82838382,Downers Grove,IL,NULL,NULL,NULL,-88.00099485,41.82838382
Albertus Magnus College,-72.92384914,41.33252741,New Haven,CT,NULL,NULL,NULL,-72.92384914,41.33252741
Tri-County Technical College,-82.79201879,34.64192068,Pendleton,SC,NULL,NULL,NULL,-82.79201879,34.64192068
Church Divinity School of the Pacific,-122.2614042,37.87617396,Berkeley,CA,NULL,NULL,NULL,-122.2614042,37.87617396
CUNY Medgar Evers College,-73.95707743,40.66626425,Brooklyn,NY,NULL,NULL,NULL,-73.95707743,40.66626425
Keck Graduate Institute,-117.7235221,34.09333389,Claremont,CA,NULL,NULL,NULL,-117.7235221,34.09333389
Bryan College of Health Sciences,-96.65154016,40.79677513,Lincoln,NE,NULL,NULL,NULL,-96.65154016,40.79677513
Lamar Institute of Technology,-94.07718968,30.0478213,Beaumont,TX,NULL,NULL,NULL,-94.07718968,30.0478213
University of Pikeville,-82.52026888,37.47884228,Pikeville,KY,NULL,NULL,NULL,-82.52026888,37.47884228
City College-Fort Lauderdale,-80.17007268,26.18748479,Fort Lauderdale,FL,NULL,NULL,NULL,-80.17007268,26.18748479
Southern Illinois University-Edwardsville,-89.99778515,38.79395618,Edwardsville,IL,NULL,NULL,NULL,-89.99778515,38.79395618
University of New Mexico-Los Alamos Campus,-106.316379,35.88639678,Los Alamos,NM,NULL,NULL,NULL,-106.316379,35.88639678
Mountain View College,-96.90380555,32.72657872,Dallas,TX,NULL,NULL,NULL,-96.90380555,32.72657872
Millsaps College,-90.17808975,32.32310591,Jackson,MS,NULL,NULL,NULL,-90.17808975,32.32310591
University of Illinois at Chicago,-87.65115076,41.87265885,Chicago,IL,NULL,NULL,NULL,-87.65115076,41.87265885
Trine University-Regional/Non-Traditional Campuses,-85.10836893,41.17683387,Fort Wayne,IN,NULL,NULL,NULL,-85.10836893,41.17683387
